RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
299,314835,Surname298,624,Spain,Female,38,8,1870.5762325931241,3,1,1,69432.08380904206,0
300,501896,Surname299,630,Germany,Male,24,0,184170.2309152705,1,0,1,27158.50244948188,0
301,184896,Surname300,696,Spain,Female,62,8,5956.228612717829,1,1,1,38085.0638984424,0
302,577095,Surname301,699,France,Male,40,5,68453.89272291862,3,1,0,199285.69391395213,1
303,171295,Surname302,590,Germany,Female,46,9,161261.98686297194,1,1,1,78977.84219291457,1
304,843974,Surname303,616,Germany,Male,34,10,154662.72429684352,4,1,0,163020.76585192254,0
305,987121,Surname304,685,Spain,Female,56,6,13786.190118645653,2,0,0,146285.65922602042,0
306,373255,Surname305,586,Spain,Female,32,3,64166.68616841417,1,0,1,117190.59941821198,1
307,399648,Surname306,746,France,Male,29,8,159830.54709473977,3,1,0,95464.51792399483,0
308,757162,Surname307,698,Spain,Male,41,5,98061.44164536768,2,1,1,136402.18228907956,1
309,108155,Surname308,663,France,Male,46,5,116455.7013193416,1,0,0,121000.50114855004,0
310,566872,Surname309,681,Germany,Female,59,9,51771.429752421274,2,1,1,149443.10361104688,0
311,925816,Surname310,612,France,Female,54,5,9439.356064380288,1,1,0,198830.171013087,1
312,474705,Surname311,599,France,Female,49,3,86300.7066532863,4,1,0,69831.04208267087,0
313,671542,Surname312,616,France,Male,31,6,170745.99170223335,3,0,0,73450.50614497172,1
314,908350,Surname313,689,Germany,Male,30,1,191632.3730533201,4,0,1,140938.76784762525,0
315,710269,Surname314,666,Germany,Male,29,1,148132.4799173233,4,0,1,170460.54970768432,0
316,654594,Surname315,616,Spain,Female,36,10,98300.2359578846,1,1,1,46090.158018441536,0
317,247718,Surname316,709,France,Female,18,10,145783.949364831,4,0,1,172390.3188530837,0
318,408987,Surname317,636,Germany,Male,51,5,176247.16693357055,3,1,1,180322.19427392047,1
319,745263,Surname318,594,France,Female,27,8,188817.93955191944,2,0,1,85023.85524420475,1
320,458745,Surname319,670,France,Female,26,2,23621.455349502634,2,0,0,60645.23664431491,0
321,207512,Surname320,568,France,Female,33,6,200745.93438087017,2,1,1,86110.08245772366,1
322,247443,Surname321,515,Germany,Male,24,8,15869.091690124349,1,1,1,45458.86028440892,0
323,570587,Surname322,649,France,Male,44,8,217614.36473620243,3,0,1,21245.279337366308,0
324,473616,Surname323,597,France,Male,28,2,98060.21104063992,1,0,1,161478.28835827298,0
325,757409,Surname324,629,Spain,Female,43,0,136730.57393626266,4,0,0,118266.31913432799,0
326,786976,Surname325,572,France,Male,47,1,72495.62388570052,3,0,1,103880.54218555968,0
327,465871,Surname326,746,Spain,Male,32,10,106665.99663345818,4,1,1,50657.63930205319,0
328,475037,Surname327,597,France,Female,30,7,211298.4409917018,3,1,1,114960.00013820599,0
329,907364,Surname328,615,Spain,Female,29,6,73924.08070752744,2,0,0,86312.66520063988,0
330,217796,Surname329,680,Germany,Female,27,0,141045.0607925337,3,0,0,106175.77322756784,0
331,391999,Surname330,539,Germany,Female,33,2,161769.77804576934,1,1,0,27250.33417023,0
332,292506,Surname331,533,France,Male,38,7,36602.05017823231,2,0,1,185333.46389602474,1
333,798376,Surname332,680,Spain,Female,24,6,194454.02138097203,3,0,0,155193.31106835307,1
334,369544,Surname333,614,Germany,Female,31,4,249766.8901871202,1,1,0,150826.5497218268,1
335,480002,Surname334,577,France,Female,39,2,38765.377198065136,1,0,0,120537.90687911258,0
336,798002,Surname335,698,France,Female,38,6,191971.11620499604,4,0,0,53254.5110826385,0
337,639439,Surname336,585,Spain,Female,18,4,36768.27336591909,2,1,1,29681.65653264035,0
338,690978,Surname337,628,Spain,Female,44,0,237564.06328637863,3,1,0,78666.07220811099,0
339,628787,Surname338,578,France,Male,50,4,102746.39693963125,3,1,0,88432.78577277502,1
340,630583,Surname339,674,Spain,Male,32,2,244979.23995960236,2,1,1,154595.58914163586,0
341,488215,Surname340,756,Spain,Male,20,1,16979.446525787505,4,1,1,38144.81026305424,0
342,421184,Surname341,501,Germany,Male,30,2,197745.28522485853,4,1,0,165199.7095041965,0
343,898615,Surname342,659,Spain,Female,30,9,118344.52483668279,2,1,1,94149.41530811875,0
344,522515,Surname343,718,France,Female,49,3,72373.50829080242,2,0,0,161992.00537431746,1
345,768234,Surname344,616,Spain,Female,27,0,186972.02116714313,2,1,1,103996.83111358865,1
346,478480,Surname345,559,France,Male,34,3,158832.1873114441,1,1,1,19792.179270453613,1
347,132711,Surname346,683,France,Female,54,8,225721.22867774687,2,1,1,125534.38958881344,1
348,891971,Surname347,730,Spain,Female,39,0,62202.42228304801,4,1,1,91167.84494350603,0
349,601157,Surname348,721,Spain,Female,39,10,234936.3446431001,3,1,1,97267.60390951164,0
350,284423,Surname349,679,Spain,Female,36,6,160467.05432134515,3,1,0,158691.64064200732,0
351,616349,Surname350,657,Germany,Male,47,7,112608.51583517854,4,0,1,52289.15908583654,0
352,803714,Surname351,578,Germany,Female,42,8,13282.828179700695,3,1,1,14873.247612837147,0
353,757917,Surname352,719,Spain,Female,56,6,191294.03235660284,4,0,1,64368.93092746541,1
354,924792,Surname353,714,France,Female,57,8,214600.40801592043,1,1,1,39470.97448879501,0
355,837378,Surname354,558,Spain,Male,41,9,202396.15289089858,3,0,1,75324.92759515418,1
356,233272,Surname355,679,Germany,Female,37,2,183916.52356265642,1,0,1,49523.93341061611,0
357,867836,Surname356,702,Germany,Female,39,0,242352.79276702122,3,0,1,28435.780688562638,1
358,802335,Surname357,720,Spain,Female,32,1,212275.69875579045,2,1,1,167238.73439091802,0
359,907789,Surname358,644,France,Female,39,9,231969.75590672207,1,0,0,49793.15499026599,0
360,743409,Surname359,581,France,Female,23,0,182619.7039804652,1,0,0,79123.50984258954,1
361,177505,Surname360,609,Germany,Female,30,1,205051.78984083046,1,1,0,10355.98275261398,0
362,102869,Surname361,569,Germany,Female,45,8,72289.5537693572,4,1,0,156623.6599031633,0
363,881474,Surname362,645,Germany,Male,43,4,167224.79256124242,3,1,1,98022.81788340917,1
364,554351,Surname363,630,France,Male,36,3,51384.696621644856,2,0,0,174288.6879994204,0
365,412252,Surname364,821,Germany,Female,42,1,17317.619006290613,4,1,0,20037.43642434183,0
366,736584,Surname365,721,Germany,Female,53,2,144814.09947939173,3,0,1,41124.526179047745,1
367,718467,Surname366,727,France,Male,34,8,195727.24342816146,1,0,0,58961.797045303785,0
368,190272,Surname367,687,Germany,Male,23,2,20689.44462087713,4,1,1,178750.13910858202,0
369,138467,Surname368,620,Germany,Male,44,7,45320.42586008317,2,1,0,77267.7817061049,0
370,909760,Surname369,627,Spain,Male,43,0,23241.84571738583,1,0,0,45510.37780506798,0
371,977844,Surname370,635,Germany,Female,45,4,158544.4913983674,4,0,0,162278.75778062697,1
372,580047,Surname371,665,Spain,Female,26,1,19875.519849212375,1,1,0,67441.5012341725,1
373,759347,Surname372,681,Germany,Female,22,3,23323.893741243355,3,0,0,76429.31656835535,1
374,158871,Surname373,650,Germany,Female,40,1,66041.82952328894,3,1,1,134377.43844089902,1
375,228391,Surname374,626,Spain,Female,39,2,67558.71615358164,2,1,0,82925.20265189355,0
376,539430,Surname375,602,Germany,Male,34,4,139375.90624671712,3,0,0,13129.142948912435,1
377,710704,Surname376,538,Spain,Male,52,1,8046.589970239132,3,1,1,197939.61328157046,0
378,956703,Surname377,752,Germany,Male,37,8,153836.17422311648,3,0,0,55344.821691434,1
379,930496,Surname378,826,Spain,Male,50,7,102927.04152875593,1,0,0,56428.967625783815,0
380,356687,Surname379,745,Spain,Male,46,4,44682.96709312075,1,1,0,35448.432518063506,0
381,825451,Surname380,549,Germany,Female,27,10,163336.5734847333,3,0,1,40013.43704879709,0
382,207450,Surname381,712,Germany,Male,29,0,82418.49053359768,1,1,0,105374.56471238207,1
383,271890,Surname382,731,Spain,Male,25,4,206872.35611046333,3,1,1,188550.94073588605,0
384,538741,Surname383,617,France,Female,42,3,247358.12206518697,2,1,1,142468.08564474314,0
385,381974,Surname384,689,Germany,Female,38,8,194757.2210884643,4,1,1,134939.9068619004,1
386,500109,Surname385,613,Germany,Female,51,1,185747.50149588505,4,1,1,78682.04434497133,1
387,216381,Surname386,772,France,Female,43,6,88788.36350752706,3,1,0,164489.76795008502,0
388,573125,Surname387,679,France,Female,25,1,133651.4226732514,2,1,1,99937.11547882168,0
389,671621,Surname388,576,Spain,Male,33,10,13170.333045460808,3,1,0,96928.95041729094,0
390,234508,Surname389,703,Germany,Female,18,2,181833.8085872933,4,1,1,198956.8040288887,0
391,829650,Surname390,734,Spain,Female,40,2,168760.07470522457,2,0,1,125699.59769694829,1
392,962645,Surname391,665,Germany,Male,65,9,67338.00222981248,1,1,0,174954.43591523013,1
393,499111,Surname392,688,France,Male,39,7,133534.10775119817,4,1,1,109668.19929741934,0
394,250810,Surname393,644,Spain,Female,40,1,169828.4644513908,4,0,0,40728.60029171994,0
395,392890,Surname394,559,Germany,Female,37,0,91973.52019855696,3,0,1,197579.39539164377,0
396,673665,Surname395,637,Germany,Male,41,5,181402.01958520437,2,0,0,134577.52737802148,0
397,940477,Surname396,691,France,Female,36,5,199178.14789203292,2,1,0,38250.25523551005,0
398,460032,Surname397,639,France,Female,44,10,55884.180493349864,1,1,1,150609.4958151991,1
399,469599,Surname398,714,Germany,Female,30,0,75313.53050879753,2,0,0,93439.61514182319,1
400,760960,Surname399,618,France,Female,30,4,100390.73019986619,3,1,1,166253.8599119082,1
401,850020,Surname400,623,France,Female,25,8,58919.53598582908,2,0,1,62644.21292519759,0
402,979611,Surname401,716,Spain,Male,37,9,193901.88783904182,2,0,0,189040.8866083091,0
403,271836,Surname402,667,Germany,Male,26,10,142960.68258531802,2,1,0,66475.38326647025,0
404,829903,Surname403,617,Spain,Female,52,9,95025.70931770904,1,0,1,199481.8634866358,0
405,145714,Surname404,732,France,Female,33,4,4015.466909342097,1,1,1,143033.08214563536,0
406,727234,Surname405,594,Germany,Male,18,6,81467.78469453659,4,1,0,194544.9859863179,0
407,996048,Surname406,591,France,Male,26,5,209125.4936750123,4,1,0,147590.55665791826,1
408,730271,Surname407,423,France,Male,39,10,185877.88687806771,1,0,0,153290.42712064457,1
409,566960,Surname408,605,Germany,Female,44,9,16844.77061557693,2,1,1,33061.87171300256,1
410,811851,Surname409,754,France,Male,41,3,200361.3386357499,1,1,1,12851.676280972773,1
411,224123,Surname410,484,Spain,Female,29,1,44763.68206653089,1,1,0,26416.52651173929,0
412,405628,Surname411,573,Germany,Female,32,9,246763.42178367334,3,0,1,93082.18316222906,0
413,182989,Surname412,685,France,Female,31,4,217136.72379452118,2,0,0,86395.17234210076,0
414,398356,Surname413,470,France,Female,43,9,228315.1265481738,1,0,0,44930.7239664892,0
415,929957,Surname414,609,France,Female,39,8,192362.5989245275,3,0,1,18257.18875392204,1
416,278274,Surname415,741,Germany,Male,33,2,177694.20152212968,4,0,1,141498.06677991414,1
417,787995,Surname416,813,Spain,Male,31,2,61109.3296534424,3,0,1,47592.036768286576,0
418,425352,Surname417,673,France,Male,32,10,146599.60378924923,2,0,1,195926.10293969448,0
419,920260,Surname418,575,France,Male,38,6,174106.2134686461,4,1,0,29654.645803778025,0
420,511927,Surname419,573,France,Female,51,9,72021.57854076776,4,0,1,79076.46075410803,0
421,889852,Surname420,661,Germany,Male,39,1,99576.99977321594,2,0,1,100995.72595263094,0
422,983184,Surname421,672,France,Male,34,7,236762.5744814095,4,0,0,51513.89845353135,0
423,231373,Surname422,798,France,Male,33,6,101989.37552779044,4,0,1,105634.89478714162,0
424,538452,Surname423,727,France,Male,55,7,78845.11770878777,3,1,1,33650.43122369931,0
425,215294,Surname424,656,Germany,Male,46,9,26803.125024302237,4,0,1,10311.786870861935,0
426,559451,Surname425,623,Spain,Male,47,5,85335.34020850292,2,1,1,142658.45947687357,1
427,748307,Surname426,850,Germany,Female,45,4,153035.75592536855,4,0,0,168564.1768709917,0
428,165726,Surname427,700,Spain,Female,37,10,36933.02407434931,3,0,0,119191.86844883452,0
429,241564,Surname428,596,Spain,Male,49,3,151321.62130636963,1,1,0,53415.296956535596,0
430,477812,Surname429,632,Germany,Female,23,7,185298.8939951224,4,0,0,84966.92678212792,1
431,368246,Surname430,579,France,Female,53,1,192060.99249344176,2,0,1,128996.12362680677,0
432,805696,Surname431,457,Spain,Female,45,5,246202.14433881533,1,0,0,16184.518172903518,1
433,218015,Surname432,675,France,Female,42,9,108640.40875235686,4,1,1,27902.668675179062,0
434,840674,Surname433,792,Spain,Female,30,5,8108.159647868262,2,0,1,192057.2084012469,1
435,354079,Surname434,519,France,Male,47,4,213672.4641918886,3,1,1,138921.15994214796,1
436,650929,Surname435,654,France,Female,49,1,20878.57013494032,1,0,0,142429.51738369308,0
437,789944,Surname436,593,Germany,Female,30,4,215414.30161516686,3,1,1,29475.644421826466,0
438,788105,Surname437,691,France,Male,31,2,245675.10981795855,3,0,0,54260.29652316136,1
439,613758,Surname438,636,Spain,Female,27,6,226705.75487037317,3,0,1,84317.90231596217,0
440,465890,Surname439,541,France,Female,43,6,241002.62420000427,2,1,0,48994.582832289794,0
441,545101,Surname440,571,France,Male,37,7,5833.982865101867,2,1,0,163797.44009573842,0
442,136631,Surname441,583,France,Female,59,10,2842.4558906484654,3,0,0,125224.43245539686,0
443,866577,Surname442,757,Spain,Male,22,9,52574.44439238937,3,0,0,47397.8761030221,0
444,172991,Surname443,753,Spain,Female,29,10,199678.07431012113,2,1,1,156472.4693030206,0
445,104014,Surname444,625,Spain,Female,38,8,22353.663385828808,4,1,0,112736.81828193639,0
446,373237,Surname445,748,France,Male,44,0,186629.5569573573,1,0,0,49491.766531133115,1
447,118070,Surname446,636,Germany,Female,44,3,3140.0149302659165,2,0,0,170142.16806805012,0
448,922209,Surname447,623,Spain,Male,38,5,182774.82626319947,4,1,1,49893.22034640021,0
449,156958,Surname448,654,France,Female,41,6,62517.30996739663,2,0,1,141219.31716143544,1
450,182074,Surname449,672,Spain,Female,39,10,110109.71387392585,2,1,0,85982.79722692732,1
451,635017,Surname450,605,Germany,Female,48,4,244126.35380069682,1,0,0,152397.5658629857,1
452,855073,Surname451,651,France,Female,32,5,137933.7830452691,2,0,1,90457.65038978208,1
453,276089,Surname452,712,Spain,Male,33,0,18655.91541537623,4,0,1,64457.27809935735,0
454,297392,Surname453,660,Spain,Female,44,10,218282.91715202105,2,0,0,192591.0302045936,0
455,258823,Surname454,653,Germany,Female,53,4,80916.83010985526,1,0,1,154157.24499818627,0
456,730152,Surname455,689,Spain,Male,31,1,146338.33759228908,2,1,1,167253.21178846946,0
457,493002,Surname456,703,France,Male,40,10,177942.99911877594,3,1,0,69448.8563317963,0
458,833429,Surname457,644,France,Male,34,1,194378.30106121153,1,1,0,76110.57822707147,1
459,598863,Surname458,612,Germany,Female,43,0,108123.84296121453,2,0,1,42833.00027543382,0
460,467654,Surname459,665,Germany,Male,21,9,193271.8986474304,3,1,0,94881.56191706436,0
461,679036,Surname460,522,Germany,Male,34,8,29223.5745370886,3,0,0,199423.31281143043,0
462,630089,Surname461,633,France,Male,32,3,131417.21026580423,1,0,1,122002.51519639642,0
463,250262,Surname462,452,Germany,Male,34,3,5471.365192372985,1,0,1,147607.4686167398,0
464,542905,Surname463,515,Spain,Female,18,8,101567.76896779788,2,0,1,150123.64687073472,0
465,335362,Surname464,503,Spain,Female,58,4,91191.5806135446,4,1,0,48531.17924242771,1
466,544209,Surname465,733,France,Female,18,3,244533.15416756563,1,0,0,20645.22939303217,1
467,653880,Surname466,651,Spain,Male,42,6,99462.15311479811,2,0,1,33102.8878355194,1
468,897079,Surname467,549,Germany,Male,25,4,226773.04344271027,3,1,1,146741.34489269834,1
469,764076,Surname468,689,Spain,Male,25,7,108824.94795918709,3,0,0,96600.51399816673,0
470,319963,Surname469,729,Germany,Female,39,2,133346.95124185088,2,1,0,181889.1344757484,1
471,580761,Surname470,690,Spain,Male,44,7,87679.03141041636,1,1,1,79635.46446710108,0
472,348710,Surname471,634,France,Male,27,10,160003.88594838133,2,1,1,29507.637143515156,0
473,320984,Surname472,668,Germany,Female,26,5,184780.0774162897,2,1,0,194008.99223272922,0
474,997059,Surname473,722,Spain,Female,25,8,197765.008797583,1,0,0,86134.14114516795,1
475,956748,Surname474,612,France,Female,40,5,173484.8864422073,4,1,1,171158.09807543503,1
476,882355,Surname475,652,Spain,Female,27,3,82486.88941895582,4,0,0,18749.03112687981,0
477,364512,Surname476,629,France,Female,50,1,82648.96983600884,4,0,1,78275.83991054144,1
478,701863,Surname477,520,Spain,Male,26,10,86976.95541163292,2,1,0,122933.59307277418,0
479,368799,Surname478,723,Germany,Male,43,2,9457.851288815156,1,0,0,109577.84840929716,0
480,337549,Surname479,814,Germany,Male,53,6,235762.99231726784,4,0,1,148262.38826538244,0
481,694319,Surname480,580,Germany,Female,38,9,48931.30822257011,1,1,0,177778.21014881326,0
482,584299,Surname481,727,Germany,Female,20,4,39802.182154122376,4,1,1,154134.01918704368,0
483,712210,Surname482,582,Germany,Female,42,6,138088.6173685248,3,0,1,68921.94098911379,1
484,548982,Surname483,660,Spain,Female,35,6,11853.881114697067,3,1,0,194174.32023331607,0
485,224046,Surname484,770,Spain,Male,37,5,209460.8292589686,1,0,1,184623.0638347287,1
486,506619,Surname485,608,Spain,Male,53,1,219050.13848692706,4,1,0,129706.89887335613,1
487,132097,Surname486,648,Spain,Male,38,4,99452.46178165925,1,1,1,106895.82453604575,0
488,766326,Surname487,505,Germany,Male,43,10,242854.6682436466,1,0,1,108119.8317681161,1
489,749150,Surname488,596,France,Male,31,9,81064.31742702174,1,0,1,149687.8259534567,1
490,330229,Surname489,497,Germany,Male,35,5,65059.03114483919,2,0,0,101850.6799544373,0
491,218834,Surname490,684,Spain,Male,49,7,247422.29820111964,4,1,1,197427.8235390747,1
492,193848,Surname491,716,Germany,Male,39,0,62576.29488608224,4,1,0,144994.43175251686,0
493,152921,Surname492,632,Germany,Female,40,9,111063.11069842232,1,0,1,55252.785186278874,0
494,805086,Surname493,672,Germany,Male,48,6,152966.99980548403,3,1,1,135110.81558935298,0
495,750429,Surname494,623,France,Male,54,4,80632.53122291947,1,0,1,102042.83224961492,0
496,805660,Surname495,709,Germany,Female,26,6,96054.22626152007,3,1,0,40372.49108011741,1
497,384821,Surname496,660,Germany,Female,33,2,180189.7484080123,4,0,1,108578.93331635608,1
498,155609,Surname497,491,France,Male,52,3,180756.27581767522,4,0,0,173206.8929453636,0
499,327897,Surname498,725,Germany,Male,57,1,200904.62200640843,1,1,1,14679.986104461626,1
500,131024,Surname499,618,Germany,Female,35,5,148425.43514137,2,1,1,171736.21482926531,0
501,170313,Surname500,548,Germany,Female,40,4,58380.96424922398,4,1,0,140180.1809493193,1
502,489957,Surname501,614,Germany,Female,41,0,83277.34265487416,4,0,0,147875.7767604696,0
503,284078,Surname502,497,Germany,Male,40,0,225176.6835604992,4,0,0,179599.92712096503,1
504,457429,Surname503,550,Spain,Female,40,7,183432.0975806312,2,1,1,189306.56199726835,0
505,561243,Surname504,661,Germany,Male,51,7,22007.09428695169,4,0,1,66076.60762639852,0
506,213632,Surname505,668,France,Female,19,5,188404.11646894173,1,0,1,184634.20823183304,0
507,351451,Surname506,674,Germany,Male,31,10,82664.40713472936,3,1,0,51142.66642404487,0
